카페모카;P;에스프레소,재료초콜릿,스팀밀크;1:+10,2:+20,3:+20;95,39,96
카푸치노;P;에스프레소,스팀밀크,우유;4:+20;70,90,70
크림파르팔레;P;쇼트파스타,크림소스,후추;1:+8,2:+8,3:+20,5:+20,6:+20;146,75,9
키스온더립스;P;브리흐네위스키,레몬주스,설탕;1:+26,2:-8,3:-8,4:+18,6:+45;126,73,31
토마토바질샐러드;P;토마토,바질,삶은감자;2:+5,3:-8,4:+5,10:7;114,71,45
토마토스파게티;P;롱파스타,토마토소스,후추;1:+10,2:+4,3:+30,5:+10,6:+15;150,71,9
필리아쿠키세트;P;버섯쿠키,코코넛쿠키,초코칩쿠키;3:+5,4:+20;94,88,48
해물스파게티;P;롱파스타,해물소스,후추;1:+5,2:+12,3:+25,5:+15,6:+30;150,71,9
해파리냉채;P;해파리,소금,설탕;2:+12,5:+8,7:+8,9:+14;182,24,24
허브버섯샐러드;P;버섯찜,타임,올리브유;3:-7,4:+5,5:+5,10:7;160,46,24
메기야채샐러드;P;메기,야채모듬,마요네즈;2:+20,6:+30,7:+30;134,60,36
아브네아잉어채소절임;P;아브네아잉어,야채모듬,소금;2:+5,6:+15,7:+10;126,68,36
에그캐비어;P;철갑상어,계란프라이,치즈조각;1:+10,5:+11,6:+17;70,100,60
캐비어샐러드;P;청상아리,과일모듬,마요네즈;2:+30,7:+30;42,168,20
캐비어카나페;P;철갑상어,빵,나무열매;0:효과없음;92,128,10
새우조련미끼;P;새우,마늘,설탕;0:조련 미끼;77,77,76
T본스테이크;F;커다란고기덩어리,타임,소금;1:+8,3:+5,5:+5,6:+40;178,33,19
가토오쇼콜라;F;밀가루,초콜릿,달걀;3:+3,6:+22;87,76,67
계란프라이;F;달걀,소금,후추;6:+15;187,22,21
구운콩;F;콩,올리브유,소금;0:효과없음;177,40,13
까르르버섯쿠키;F;버섯쿠키,쿠킹포션,담갈색송이버섯;0:웃는 표정 지속;102,72,56
날치크레이프;F;날치,감자,달걀;2:+5,7:+16;92,90,48
닭날개구이;F;닭날개,올리브유;4:+10,6:+28;182,48,0
딸기잼토스트;F;우유식빵,딸기잼,버터;2:+30;137,69,24
로스트치킨;F;닭날개,타임,소금;1:+15,3:+2,5:+8,6:+25;167,39,24
마늘빵;F;빵,마늘;1:+3,6:+10;191,39,0
토스트;F;식빵,버터;1:+3,6:+30;184,46,0
버섯그라탕;F;개암버섯,양파,커다란치즈덩어리;1:+15,2:+30,6:+20;114,68,48
버섯쿠키;F;밀가루,개암버섯,생크림;2:+5,3:+3,6:+10;114,92,24
버터비스킷;F;밀가루,버터,설탕;1:+9,3:+3,6:+15;107,60,63
베이컨구이;F;베이컨,소금;2:+3,6:+18;206,24,0
보리빵;F;보리가루,물,이스트;2:+9,6:+15;126,85,19
볶은커피;F;쿠르클레커피열매,물;0:효과없음;206,24,0
브라우니;F;초콜릿,밀가루,이스트;1:+6,2:+8,6:+12;107,109,14
브리흐네잉어구이;F;브리흐네잉어,올리브유,소금;5:+5,6:+11;196,20,14
비단청새치구이;F;비단청새치,올리브유,소금;5:+5,6:+12;198,23,9
비프스테이크;F;쇠고기,마늘,후추;1:+15,5:+10,6:+40;150,60,20
식빵;F;밀가루빵반죽,버터;5:+3,6:+15;198,32,0
오믈렛;F;달걀,야채모듬,베이컨;1:+18,2:+8,3:+4,5:+12,6:+10;126,59,45
옥수수스콘;F;밀가루빵반죽,옥수수,생크림;1:+15,2:+8,3:+15,5:+10,6:+30;141,65,24
옥수수식빵;F;옥수수빵반죽,달걀,이스트;1:+16,2:+12,3:+8,5:+8,6:+30;173,35,22
우유식빵;F;밀가루빵반죽,우유,버터;3:+7,6:+18;160,51,19
은붕어꼬치구이;F;은붕어,타임,레몬;1:+14,6:+20;163,43,24
잘난체스테이크;F;비프스테이크,생크림,쿠킹포션;0:타이틀 바뀜,1:+8,2:+3,6:+10;70,80,80
장어구이;F;칠성장어,소금;1:+30,6:+20;206,24,0
조개구이;F;조개,소금;5:+5,6:+10;206,24,0
철갑상어스테이크;F;철갑상어,후추,레몬;1:+10,5:+20,6:+45;184,28,18
청새치스테이크;F;청새치,소금,후추;1:+10,2:+10,6:+22,9:+30;187,19,24
초코칩쿠키;F;밀가루,재료초콜릿,버터;1:+5,3:+2,6:+12;107,59,64
치즈그라탕;F;치즈빵,커다란치즈덩어리,달걀;2:+3,3:+3,6:+25;75,89,66
코코넛쿠키;F;밀가루,야자열매,버터;1:+18,5:+17,6:+20;114,92,24
코코넛파운드케익;F;밀가루빵반죽,야자열매,달걀;1:+11,4:+11,6:+25;114,68,48
크로크무슈;F;식빵,치즈조각,고기조각;2:+5,6:+15;102,64,64
클럽샌드위치;F;식빵,토마토,양배추;3:+35;114,46,70
키시;F;커다란치즈덩어리,양파볶음,달걀;1:+13,5:+18,6:+28;67,70,93
토스트;F;식빵,버터,설탕;1:+3,6:+30;166,45,19
통감자구이;F;감자,소금;5:+5,6:+10;206,24,0
훈제개복치;F;개복치,소금,후추;1:+10,2:+10,6:+22,9:+30;183,23,24
메기구이;F;메기,양배추;1:+10,4:+20,6:+26;187,43,0
은어소금구이;F;은어,소금,레몬;3:+10,5:+10,6:+25;174,34,22
참돔카레구이;F;참돔,카레가루,소금;3:+20,5:+20;180,32,18
감성돔카레구이;F;감성돔,카레가루,소금;1:+20,4:+20;180,32,18
버섯찜;E;개암버섯,물,소금;3:+5,4:+5,6:+18;140,66,24
브리흐네잉어찜;E;브리흐네잉어,물,소금;1:+6,6:+12;150,61,19
삶은감자;E;감자,물,소금;1:+3,6:+12;94,127,9
삶은달걀;E;물,달걀,소금;3:+3,6:+12;140,81,9
송어찜;E;무지개송어,물,타임;2:+7,3:+5,4:+5,6:+22;126,85,19
아귀찜;E;아귀,샐러리,고추가루;1:+10,5:+15,6:+26;121,85,24
찐옥수수;E;옥수수,물;1:+20,2:+8,3:+8,5:+10,6:+40;182,48,0
카레라이스;E;밥,카레페이스트,버터;1:+5,3:+5,6:+20;118,80,32
코코뱅;E;닭날개,이멘마하산와인,타임;1:+3,3:+10,5:+8,6:+20;114,92,24
메기조개찜;E;메기,조개,마늘;5:+16,6:+15;114,88,28
샥스핀찜;E;청상아리,물,샐러리;1:+30,3:+30;95,80,55
밀가루빵반죽;D;밀가루,물,이스트;0:요리재료;150,52,28
옥수수빵반죽;D;밀가루,옥수수가루,물;0:요리재료;87,90,53
튀김옷;D;물,튀김가루,달걀;0:요리재료;138,34,58
은붕어조련미끼;D;은붕어,마늘,물엿;0:조련 미끼;77,77,76
가오리아가미퓌레;C;가오리,물,마늘;5:+7,8:+12;182,32,16
금은매운탕;C;은붕어,금린어,고추가루;1:+15,2:+10,6:+35;104,103,23
돔돔매운탕;C;감성돔,참돔,고추가루;1:+10,2:+10,3:+10,4:+10,5:+10;104,103,23
눈물우동;C;누들,고추가루,쿠킹포션;0:우는 표정 지속,2:+5,3:+8,7:+12;187,34,9
독버섯스튜;C;담갈색송이버섯,브리흐네위스키;0:포션중독 증세 치료,1:+10,5:+15,6:+20;137,93,0
두근두근가토오쇼콜라;C;가토오쇼콜라,쿠킹포션,발레스위스키;0:캐릭터 옆에 하트가 생김;114,71,45
레몬티;C;물,레몬,설탕;2:+10,3:+8,6:+6;195,20,15
바질티;C;물,바질;3:+8,5:+12;194,36,0
밥;C;쌀,물;1:+6,2:+7,3:+8;136,94,0
버섯카푸치노스프;C;개암버섯,이멘마하산와인,후추;4:+10,5:+12,6:+13;126,82,22
버섯콘소메;C;개암버섯,양파,후추;2:+30,6:+15;126,85,19
버섯포타주;C;개암버섯,생크림,후추;1:+20,5:+10,6:+25;150,64,16
보리차;C;물,보리가루;3:+3,4:+12;160,70,0
부야베스;C;이멘마하산와인,새우,은붕어;1:+10,3:+5,5:+5,6:+32;76,74,80
샥스핀스프;C;민물거대육식어류,새우,달걀;1:+15,2:+6,3:+8,5:+16,6:+40;56,104,70
스팀밀크;C;우유,물;1:+6,2:+3,6:+5;206,24,0
야채스프;C;야채볶음,생크림,후추;2:+10,3:+10,6:+15;122,89,19
양송이스프;C;양송이볶음,생크림,후추;2:+15,6:+15;141,73,16
양파스프;C;양파볶음,생크림,후추;3:+15,6:+15;123,81,26
에스프레소;C;볶은커피,물;3:+5,4:+15,5:+15;46,184,0
옥수수스프;C;옥수수,야채볶음,생크림;1:+8,2:+8,3:+8,5:+10,6:+40;46,56,128
옥수수차;C;물,찐옥수수;3:-5,4:+20;160,70,0
은붕어스튜;C;은붕어,감자,마늘;5:+9,6:+16;126,75,29
잣죽;C;잣,밥,소금;1:+5,4:+8,6:+10;104,111,15
주니퍼젤리;C;주니퍼베리,설탕;3:+10,5:+15,6:+5;70,160,0
치즈퐁듀;C;치즈조각,감자,고기조각;2:+8,3:+5,5:+5,6:+28;98,66,66
치킨누들콘소메;C;닭날개,누들,콘소메;1:+10,2:+8,3:+8,5:+12,6:+35;42,60,128
코코넛게살스프;C;킹크랩찜,야자열매,버섯찜;1:+28,4:+21,6:+38;114,68,48
콘소메;C;야채모듬,고기조각,이멘마하산와인;1:+8,2:+9,5:+12,6:+20;94,80,56
크레이지초코볼;C;쿠킹포션,재료초콜릿,후추;0:표정이 마구 변함,4:+6,5:+10,8:+15;54,120,56
크림소스;C;생크림,우유;0:요리재료;155,75,0
킹크랩찜;C;킹크랩,샐러리;1:+15,5:+10,6:+24;182,48,0
타임티;C;물,타임;4:+10,5:+10,6:+10;206,24,0
토마토소스;C;토마토,고기조각;0:요리재료;178,52,0
핫초코;C;초콜릿,스팀밀크,생크림;1:+25,2:+22,6:+20;160,48,22
해물소스;C;새우,마늘;0:요리재료;182,48,0
복지리;C;복어,물,마늘;2:+15,6:+25,7:+30;88,120,22
물엿;C;쌀,설탕,물;0:요리재료;77,77,76
아브네아잉어스튜;C;아브네아잉어,쌀,물;1:+10,4:+5,5:+20,6:+25;115,68,47
누들;B;물,밀가루,달걀;0:요리재료;97,94,39
소면;B;물,밀가루,소금;0:요리재료;114,100,16
감자튀김;A;감자,튀김옷,소금;1:+7,6:+18;182,29,19
닭날개튀김;A;닭날개,튀김옷,소금;4:+14,6:+14;166,57,7
모듬튀김;A;야채모듬,베이컨,튀김옷;1:+20,2:+8,3:+10,5:+22,6:+30;102,80,48
버섯마리네이드;A;개암버섯,야자열매,튀김옷;2:-8,4:+26,6:+45;114,92,24
빙어튀김;A;빙어,튀김옷,소금;1:+15,6:+30;160,56,14
새우튀김;A;새우,튀김옷,후추;5:+5,6:+12;138,76,16
양파튀김;A;양파,튀김옷,소금;1:+22,2:+4,3:+4,5:+20,6:+20;136,70,24
콘칩;A;옥수수빵반죽,소금;1:+8,2:+8,3:+12,5:+12,6:+10;185,45,0
피쉬앤칩스;A;감자,은붕어,튀김옷;3:+5,5:+5,6:+18;92,114,24
아브네아잉어튀김;A;아브네아잉어,튀김옷,소금;1:+40,2:-20,3:-20,5:+30,6:+20;152,69,9
모듬볶음밥;9;밥,야채모듬,베이컨;1:+15,2:+4,3:+8,5:+20,6:+40;114,68,48
버섯볶음밥;9;밥,야채모듬,양송이;1:+12,2:+8,3:+10,5:+18,6:+35;114,68,48
새우볶음밥;9;밥,새우,달걀;2:+10,3:+10,5:+15,6:+6;149,62,19
야채볶음;9;양배추,당근,양파;2:+10,3:+10,6:+6;103,72,55
양송이볶음;9;양송이,마늘,소금;2:+12,6:+10;148,58,24
양파볶음;9;양파,마늘,소금;3:+12,6:+10;111,91,28
팝콘;9;옥수수,버터,소금;1:+10,2:+8,3:+10,5:+8,6:+15;182,33,15
우정의새우볶음밥;9;쿠킹포션,새우볶음밥,새우튀김;0:마법효과,1:+8,3:+8,6:+9;46,116,68
롱파스타;8;물,파스타반죽;0:요리재료;182,48,0
쇼트파스타;8;물,파스타반죽,달걀;0:요리재료;174,40,16
파스타반죽;8;밀가루,달걀;0:요리재료;155,75,0
호박잼;7;청둥호박,설탕,레몬즙;10:7;153,70,7
포도잼;7;포도,설탕,소금;10:7;120,105,5
땅콩버터잼;7;땅콩,올리브유,버터;10:7;132,71,27
사과잼;7;사과,설탕,소금;10:7;150,70,10
딸기잼;7;딸기,설탕,레몬즙;10:7;139,80,11
호박타르트;6;타르트틀,청둥호박,생크림;7:+30;116,92,22
피칸파이;6;파이틀,피칸,달걀;4:+20,10:6;80,80,70
에그타르트;6;타르트틀,달걀,물;6:+14,10:7;95,65,70
애플파이;6;파이틀,사과,설탕;5:+30;103,103,24
파이틀;6;밀가루,우유,달걀;0:요리재료;160,46,24
타르트틀;6;밀가루,버터,달걀;0:요리재료;141,65,24
새우부르스케타;P;빵,야채모듬,새우;5:23,6:10,7:10,8:10,0:글루아스 연대기 1부 컷씬;96,87,47
토마토페스카토레;9;롱파스타,토마토,양파;1:30,8:30,0:글루아스 연대기 2부 컷씬;125,59,46
그라니타;P;과일모듬,얼음,설탕;5:23,7:27,0:글루아스 연대기 3부 컷씬;115,82,33
마나허브갈릭스테이크;F;고기조각,마나허브,마늘;5:20,6:20,7:20,8:20,0:전투 경험치 증가;140,55,35
Test1;5;고기조각,마나허브,마늘;5:20,6:20,7:20,8:20,0:전투 경험치 증가;140,55,35
Test2;P;고기조각,마나허브,마늘;5:20,6:20,7:20,8:20,0:전투 경험치 증가;140,55,35
